WP_030944480.1,B1H20_RS05650,59.500,200,81,0,11,210,2,201,1.89e-71,213
WP_030871464.1,B1H20_RS18315,47.162,229,110,3,193,410,205,433,1.93e-40,147
WP_030944474.1,B1H20_RS08170,24.883,213,125,6,10,197,42,244,2.80e-06,45.1
WP_030871465.1,B1H20_RS18325,39.088,307,165,8,2,295,9,306,1.04e-48,163
WP_078653392.1,B1H20_RS08420,68.792,298,79,3,36,333,1,284,1.13e-124,357
ARF61426.1,B1H20_RS08405,100.000,80,0,0,1,80,1,80,2.40e-52,155
WP_030871469.1,B1H20_RS08400,58.603,401,125,7,18,413,104,468,6.79e-135,393
WP_030871473.1,B1H20_RS08390,80.351,285,49,1,1,285,1,278,4.13e-149,416
WP_078918833.1,B1H20_RS08385,77.328,247,56,0,1,247,26,272,3.68e-129,364
WP_030944450.1,B1H20_RS08380,62.525,499,148,9,2,466,5,498,0.0,531
WP_030871481.1,B1H20_RS08375,81.188,202,38,0,12,213,21,222,4.47e-106,302
WP_030944444.1,B1H20_RS08370,77.574,272,49,2,1,266,1,266,7.41e-137,384
WP_043204091.1,B1H20_RS08365,43.617,188,98,4,7,187,92,278,2.80e-31,112
WP_030944439.1,B1H20_RS08360,48.638,257,111,5,1,257,1,236,3.04e-56,178
WP_030944437.1,B1H20_RS08355,82.447,188,33,0,1,188,1,188,1.13e-115,324
WP_078918330.1,B1H20_RS12760,29.216,510,267,21,344,819,213,662,8.11e-34,136
CAA09634.1,B1H20_RS32095,42.857,35,20,0,6,40,2345,2379,1.9,23.5
WP_078918332.1,B1H20_RS15625,30.078,256,139,5,138,356,25,277,5.44e-21,89.4
WP_030932029.1,B1H20_RS30495,26.761,213,118,9,45,239,425,617,0.17,30.8
WP_051825714.1,B1H20_RS28360,38.400,500,268,13,31,507,25,507,7.44e-83,264
WP_051825714.1,B1H20_RS28360,38.400,500,268,13,31,507,25,507,7.44e-83,264
WP_051825714.1,B1H20_RS28360,38.400,500,268,13,31,507,25,507,7.44e-83,264
WP_051825714.1,B1H20_RS28360,38.400,500,268,13,31,507,25,507,7.44e-83,264
WP_051825714.1,B1H20_RS28360,38.400,500,268,13,31,507,25,507,7.44e-83,264
WP_051825714.1,B1H20_RS28360,38.400,500,268,13,31,507,25,507,7.44e-83,264
WP_078918329.1,B1H20_RS33340,66.667,72,24,0,20,91,1,72,1.03e-29,99.0
ARF63947.1,B1H20_RS23145,100.000,344,0,0,1,344,1,344,0.0,676
WP_051825712.1,B1H20_RS09295,47.805,205,98,3,96,300,148,343,2.12e-44,153
WP_051825712.1,B1H20_RS09295,35.185,54,34,1,1,53,1,54,0.10,32.0
WP_030932017.1,B1H20_RS14860,31.027,867,527,23,1,843,1,820,3.10e-61,220
WP_030932014.1,B1H20_RS14865,66.387,238,79,1,10,247,3,239,1.04e-104,301
WP_030932011.1,B1H20_RS28325,39.041,146,85,4,22,167,1,142,7.19e-18,74.3
WP_051825710.1,B1H20_RS28355,36.220,381,228,10,32,402,39,414,2.46e-39,144
WP_030932005.1,B1H20_RS07750,45.946,37,18,1,293,329,133,167,0.51,30.4
WP_030864976.1,B1H20_RS09505,35.496,262,157,4,78,331,1,258,3.29e-38,135
WP_063767022.1,B1H20_RS24655,31.692,325,188,11,1,303,1,313,9.20e-23,94.7
WP_030931999.1,B1H20_RS30815,59.259,81,33,0,7,87,4,84,2.15e-28,95.9
WP_030931996.1,B1H20_RS30820,72.682,399,108,1,11,408,8,406,0.0,567
WP_030931996.1,B1H20_RS30820,72.682,399,108,1,11,408,8,406,0.0,567
WP_043200806.1,B1H20_RS30880,49.577,355,173,2,5,358,11,360,8.87e-101,300
WP_030931990.1,B1H20_RS30900,58.468,248,101,1,1,248,1,246,1.19e-100,291
WP_030931990.1,B1H20_RS30900,58.468,248,101,1,1,248,1,246,1.19e-100,291
WP_030931990.1,B1H20_RS30900,58.468,248,101,1,1,248,1,246,1.19e-100,291
WP_030931990.1,B1H20_RS30900,58.468,248,101,1,1,248,1,246,1.19e-100,291
WP_030931987.1,B1H20_RS30905,56.034,232,97,2,7,234,3,233,7.56e-88,257
WP_051825708.1,B1H20_RS33360,37.523,3318,1833,67,9,3236,12,3179,0.0,1546
WP_051825708.1,B1H20_RS33360,37.519,2660,1470,64,9,2572,2564,5127,0.0,1182
WP_051825708.1,B1H20_RS33360,41.600,1250,688,21,1554,2786,7,1231,0.0,712
WP_051825708.1,B1H20_RS33360,34.420,1258,731,36,1557,2764,2562,3775,1.19e-125,446
WP_051825708.1,B1H20_RS33360,33.083,1067,630,31,10,1039,4120,5139,1.17e-89,327
WP_051825708.1,B1H20_RS33360,30.898,657,393,17,2617,3249,4120,4739,5.35e-35,146
WP_051825708.1,B1H20_RS33360,53.731,67,24,2,3295,3358,4894,4956,9.87e-11,66.2
WP_051825708.1,B1H20_RS33360,49.351,77,35,3,3285,3358,770,845,1.28e-10,65.9
WP_051825708.1,B1H20_RS33360,50.000,66,27,2,3302,3361,3348,3413,1.67e-09,62.0
WP_051825708.1,B1H20_RS33360,54.545,55,22,1,3307,3358,2296,2350,6.02e-09,60.1
WP_051825708.1,B1H20_RS33360,27.606,355,219,9,2610,2948,4,336,5.13e-07,53.9
WP_051825708.1,B1H20_RS33360,37.634,93,49,3,3365,3451,3508,3597,5.26e-04,43.9
WP_051825708.1,B1H20_RS33360,34.247,73,46,2,3398,3469,2481,2552,0.004,40.8
WP_051825708.1,B1H20_RS33360,36.364,66,38,2,3398,3460,980,1044,0.092,36.2
WP_051825708.1,B1H20_RS33360,37.523,3318,1833,67,9,3236,12,3179,0.0,1546
WP_051825708.1,B1H20_RS33360,37.519,2660,1470,64,9,2572,2564,5127,0.0,1182
WP_051825708.1,B1H20_RS33360,41.600,1250,688,21,1554,2786,7,1231,0.0,712
WP_051825708.1,B1H20_RS33360,34.420,1258,731,36,1557,2764,2562,3775,1.19e-125,446
WP_051825708.1,B1H20_RS33360,33.083,1067,630,31,10,1039,4120,5139,1.17e-89,327
WP_051825708.1,B1H20_RS33360,30.898,657,393,17,2617,3249,4120,4739,5.35e-35,146
WP_051825708.1,B1H20_RS33360,53.731,67,24,2,3295,3358,4894,4956,9.87e-11,66.2
WP_051825708.1,B1H20_RS33360,49.351,77,35,3,3285,3358,770,845,1.28e-10,65.9
WP_051825708.1,B1H20_RS33360,50.000,66,27,2,3302,3361,3348,3413,1.67e-09,62.0
WP_051825708.1,B1H20_RS33360,54.545,55,22,1,3307,3358,2296,2350,6.02e-09,60.1
WP_051825708.1,B1H20_RS33360,27.606,355,219,9,2610,2948,4,336,5.13e-07,53.9
WP_051825708.1,B1H20_RS33360,37.634,93,49,3,3365,3451,3508,3597,5.26e-04,43.9
WP_051825708.1,B1H20_RS33360,34.247,73,46,2,3398,3469,2481,2552,0.004,40.8
WP_051825708.1,B1H20_RS33360,36.364,66,38,2,3398,3460,980,1044,0.092,36.2
WP_051825708.1,B1H20_RS33360,37.523,3318,1833,67,9,3236,12,3179,0.0,1546
WP_051825708.1,B1H20_RS33360,37.519,2660,1470,64,9,2572,2564,5127,0.0,1182
WP_051825708.1,B1H20_RS33360,41.600,1250,688,21,1554,2786,7,1231,0.0,712
WP_051825708.1,B1H20_RS33360,34.420,1258,731,36,1557,2764,2562,3775,1.19e-125,446
WP_051825708.1,B1H20_RS33360,33.083,1067,630,31,10,1039,4120,5139,1.17e-89,327
WP_051825708.1,B1H20_RS33360,30.898,657,393,17,2617,3249,4120,4739,5.35e-35,146
WP_051825708.1,B1H20_RS33360,53.731,67,24,2,3295,3358,4894,4956,9.87e-11,66.2
WP_051825708.1,B1H20_RS33360,49.351,77,35,3,3285,3358,770,845,1.28e-10,65.9
WP_051825708.1,B1H20_RS33360,50.000,66,27,2,3302,3361,3348,3413,1.67e-09,62.0
WP_051825708.1,B1H20_RS33360,54.545,55,22,1,3307,3358,2296,2350,6.02e-09,60.1
WP_051825708.1,B1H20_RS33360,27.606,355,219,9,2610,2948,4,336,5.13e-07,53.9
WP_051825708.1,B1H20_RS33360,37.634,93,49,3,3365,3451,3508,3597,5.26e-04,43.9
WP_051825708.1,B1H20_RS33360,34.247,73,46,2,3398,3469,2481,2552,0.004,40.8
WP_051825708.1,B1H20_RS33360,36.364,66,38,2,3398,3460,980,1044,0.092,36.2
WP_051825708.1,B1H20_RS33360,37.523,3318,1833,67,9,3236,12,3179,0.0,1546
WP_051825708.1,B1H20_RS33360,37.519,2660,1470,64,9,2572,2564,5127,0.0,1182
WP_051825708.1,B1H20_RS33360,41.600,1250,688,21,1554,2786,7,1231,0.0,712
WP_051825708.1,B1H20_RS33360,34.420,1258,731,36,1557,2764,2562,3775,1.19e-125,446
WP_051825708.1,B1H20_RS33360,33.083,1067,630,31,10,1039,4120,5139,1.17e-89,327
WP_051825708.1,B1H20_RS33360,30.898,657,393,17,2617,3249,4120,4739,5.35e-35,146
WP_051825708.1,B1H20_RS33360,53.731,67,24,2,3295,3358,4894,4956,9.87e-11,66.2
WP_051825708.1,B1H20_RS33360,49.351,77,35,3,3285,3358,770,845,1.28e-10,65.9
WP_051825708.1,B1H20_RS33360,50.000,66,27,2,3302,3361,3348,3413,1.67e-09,62.0
WP_051825708.1,B1H20_RS33360,54.545,55,22,1,3307,3358,2296,2350,6.02e-09,60.1
WP_051825708.1,B1H20_RS33360,27.606,355,219,9,2610,2948,4,336,5.13e-07,53.9
WP_051825708.1,B1H20_RS33360,37.634,93,49,3,3365,3451,3508,3597,5.26e-04,43.9
WP_051825708.1,B1H20_RS33360,34.247,73,46,2,3398,3469,2481,2552,0.004,40.8
WP_051825708.1,B1H20_RS33360,36.364,66,38,2,3398,3460,980,1044,0.092,36.2
WP_051825708.1,B1H20_RS33360,37.523,3318,1833,67,9,3236,12,3179,0.0,1546
WP_051825708.1,B1H20_RS33360,37.519,2660,1470,64,9,2572,2564,5127,0.0,1182
WP_051825708.1,B1H20_RS33360,41.600,1250,688,21,1554,2786,7,1231,0.0,712
WP_051825708.1,B1H20_RS33360,34.420,1258,731,36,1557,2764,2562,3775,1.19e-125,446
WP_051825708.1,B1H20_RS33360,33.083,1067,630,31,10,1039,4120,5139,1.17e-89,327
WP_051825708.1,B1H20_RS33360,30.898,657,393,17,2617,3249,4120,4739,5.35e-35,146
WP_051825708.1,B1H20_RS33360,53.731,67,24,2,3295,3358,4894,4956,9.87e-11,66.2
WP_051825708.1,B1H20_RS33360,49.351,77,35,3,3285,3358,770,845,1.28e-10,65.9
WP_051825708.1,B1H20_RS33360,50.000,66,27,2,3302,3361,3348,3413,1.67e-09,62.0
WP_051825708.1,B1H20_RS33360,54.545,55,22,1,3307,3358,2296,2350,6.02e-09,60.1
WP_051825708.1,B1H20_RS33360,27.606,355,219,9,2610,2948,4,336,5.13e-07,53.9
WP_051825708.1,B1H20_RS33360,37.634,93,49,3,3365,3451,3508,3597,5.26e-04,43.9
WP_051825708.1,B1H20_RS33360,34.247,73,46,2,3398,3469,2481,2552,0.004,40.8
WP_051825708.1,B1H20_RS33360,36.364,66,38,2,3398,3460,980,1044,0.092,36.2
WP_051825708.1,B1H20_RS33360,37.523,3318,1833,67,9,3236,12,3179,0.0,1546
WP_051825708.1,B1H20_RS33360,37.519,2660,1470,64,9,2572,2564,5127,0.0,1182
WP_051825708.1,B1H20_RS33360,41.600,1250,688,21,1554,2786,7,1231,0.0,712
WP_051825708.1,B1H20_RS33360,34.420,1258,731,36,1557,2764,2562,3775,1.19e-125,446
WP_051825708.1,B1H20_RS33360,33.083,1067,630,31,10,1039,4120,5139,1.17e-89,327
WP_051825708.1,B1H20_RS33360,30.898,657,393,17,2617,3249,4120,4739,5.35e-35,146
WP_051825708.1,B1H20_RS33360,53.731,67,24,2,3295,3358,4894,4956,9.87e-11,66.2
WP_051825708.1,B1H20_RS33360,49.351,77,35,3,3285,3358,770,845,1.28e-10,65.9
WP_051825708.1,B1H20_RS33360,50.000,66,27,2,3302,3361,3348,3413,1.67e-09,62.0
WP_051825708.1,B1H20_RS33360,54.545,55,22,1,3307,3358,2296,2350,6.02e-09,60.1
WP_051825708.1,B1H20_RS33360,27.606,355,219,9,2610,2948,4,336,5.13e-07,53.9
WP_051825708.1,B1H20_RS33360,37.634,93,49,3,3365,3451,3508,3597,5.26e-04,43.9
WP_051825708.1,B1H20_RS33360,34.247,73,46,2,3398,3469,2481,2552,0.004,40.8
WP_051825708.1,B1H20_RS33360,36.364,66,38,2,3398,3460,980,1044,0.092,36.2
WP_051825708.1,B1H20_RS33360,37.523,3318,1833,67,9,3236,12,3179,0.0,1546
WP_051825708.1,B1H20_RS33360,37.519,2660,1470,64,9,2572,2564,5127,0.0,1182
WP_051825708.1,B1H20_RS33360,41.600,1250,688,21,1554,2786,7,1231,0.0,712
WP_051825708.1,B1H20_RS33360,34.420,1258,731,36,1557,2764,2562,3775,1.19e-125,446
WP_051825708.1,B1H20_RS33360,33.083,1067,630,31,10,1039,4120,5139,1.17e-89,327
WP_051825708.1,B1H20_RS33360,30.898,657,393,17,2617,3249,4120,4739,5.35e-35,146
WP_051825708.1,B1H20_RS33360,53.731,67,24,2,3295,3358,4894,4956,9.87e-11,66.2
WP_051825708.1,B1H20_RS33360,49.351,77,35,3,3285,3358,770,845,1.28e-10,65.9
WP_051825708.1,B1H20_RS33360,50.000,66,27,2,3302,3361,3348,3413,1.67e-09,62.0
WP_051825708.1,B1H20_RS33360,54.545,55,22,1,3307,3358,2296,2350,6.02e-09,60.1
WP_051825708.1,B1H20_RS33360,27.606,355,219,9,2610,2948,4,336,5.13e-07,53.9
WP_051825708.1,B1H20_RS33360,37.634,93,49,3,3365,3451,3508,3597,5.26e-04,43.9
WP_051825708.1,B1H20_RS33360,34.247,73,46,2,3398,3469,2481,2552,0.004,40.8
WP_051825708.1,B1H20_RS33360,36.364,66,38,2,3398,3460,980,1044,0.092,36.2
WP_051825708.1,B1H20_RS33360,37.523,3318,1833,67,9,3236,12,3179,0.0,1546
WP_051825708.1,B1H20_RS33360,37.519,2660,1470,64,9,2572,2564,5127,0.0,1182
WP_051825708.1,B1H20_RS33360,41.600,1250,688,21,1554,2786,7,1231,0.0,712
WP_051825708.1,B1H20_RS33360,34.420,1258,731,36,1557,2764,2562,3775,1.19e-125,446
WP_051825708.1,B1H20_RS33360,33.083,1067,630,31,10,1039,4120,5139,1.17e-89,327
WP_051825708.1,B1H20_RS33360,30.898,657,393,17,2617,3249,4120,4739,5.35e-35,146
WP_051825708.1,B1H20_RS33360,53.731,67,24,2,3295,3358,4894,4956,9.87e-11,66.2
WP_051825708.1,B1H20_RS33360,49.351,77,35,3,3285,3358,770,845,1.28e-10,65.9
WP_051825708.1,B1H20_RS33360,50.000,66,27,2,3302,3361,3348,3413,1.67e-09,62.0
WP_051825708.1,B1H20_RS33360,54.545,55,22,1,3307,3358,2296,2350,6.02e-09,60.1
WP_051825708.1,B1H20_RS33360,27.606,355,219,9,2610,2948,4,336,5.13e-07,53.9
WP_051825708.1,B1H20_RS33360,37.634,93,49,3,3365,3451,3508,3597,5.26e-04,43.9
WP_051825708.1,B1H20_RS33360,34.247,73,46,2,3398,3469,2481,2552,0.004,40.8
WP_051825708.1,B1H20_RS33360,36.364,66,38,2,3398,3460,980,1044,0.092,36.2
WP_051825708.1,B1H20_RS33360,37.523,3318,1833,67,9,3236,12,3179,0.0,1546
WP_051825708.1,B1H20_RS33360,37.519,2660,1470,64,9,2572,2564,5127,0.0,1182
WP_051825708.1,B1H20_RS33360,41.600,1250,688,21,1554,2786,7,1231,0.0,712
WP_051825708.1,B1H20_RS33360,34.420,1258,731,36,1557,2764,2562,3775,1.19e-125,446
WP_051825708.1,B1H20_RS33360,33.083,1067,630,31,10,1039,4120,5139,1.17e-89,327
WP_051825708.1,B1H20_RS33360,30.898,657,393,17,2617,3249,4120,4739,5.35e-35,146
